item,user,rating
B006CD30GA,A32WY3RGFMW9O1,1
B00ATX7IDA,AUIDZ4I9M9S2O,5
B004M2BINA,A1YHCTKR6KOMYH,5
B001CMPMEO,AHBLW79MBFY3A,4
B00B0FV4FE,A3OHFBGQR5Q2Z3,5
B005G2R3K2,A29N66WIWNN8JK,3
B0045VW602,A2EFBTL9OICM1O,5
B005E7A216,A30QAOLNZ4415R,4
B001BS1U90,A3EEYLPIB8A6VI,5
B00EC901O0,APPCJX62WKIIP,5
B007RM5DTC,A1AHAETTCFARPJ,4
B0002HWFBS,A1E5QNG2JIEM5A,5
B00B0IH5WW,ATZIVR4C37INR,5
B005HRPTW0,A6NH0UBGPUKP,5
B003O85IG6,A3QU13TEXK9QUY,5
B00508OLNY,A1BXVZSQOJE6UE,5
B00AHAJGXK,A6LEJBP5YOP3E,4
B00A8HOX4Y,A401HW4RAZSR2,5
B001YHX45G,AEKM6OGVVHUQW,5
B00349MPQQ,A16J0ZE2YY07Q6,5
B000NP4832,A1MZZ8XIRTXYI3,5
B003552MKS,A6T5J9QGAH5AV,5
B0006N8X3M,A3P8HO4CTRS21A,4
B007RTFZLQ,A3FBV9DAALNKCB,5
B001TH8F1E,A37UU8DK8DAH2C,5
B00CI6J3I4,A1F7YU6O5RU432,3
B00020V598,A235X9VK8ND08T,5
B000RGXEB4,A3QJR243PD45N5,5
B000067P6G,A3USMI91JAP04C,4
B0039X2Y1I,A3N9MUQZA0GQVS,5
B00486ZVC4,A1OKNIKI54VQ1K,5
B0006N8X3M,A2M06O71QQGODU,1
B008B68IN6,A22VDTXA9Y9F3J,5
B007U7M0L8,A3J0Q0HXJ24NHE,4
B0007WWZIQ,A2X3L31KCXBHCL,1
B007HVGW4I,AQXWXVL0XPZ0T,5
B00DGHZR20,A1WOVR9ZEX6X61,3
B00006408Q,A2ETQTEB6F15RP,5
B00BFRNQOY,A18GJ9MYYO6GCQ,4
B000AD5AXY,A3TUX6PR7QFXKV,4
B00BU0AYHS,A2UVZR2FSCKV3N,5
B005S8KR6Q,A3VNB1W7N079T2,5
B000EMRVOW,A3RGJHGMOD2PPU,3
B00000JIVS,A3AD05518RZ5HM,4
B00DR2VOJO,A1S7DIF9MN6HH5,5
B003LQQGGM,AQFMGP85B3GI1,4
B006ROJIUG,A8KM4YOB8FGGH,4
B001TJES2M,A1HLF04O0EE8UY,5
B008FL8WTM,A2HP9A2I1SWZ3Z,5
B005G2R3K2,ACH3XM6K1M4AK,4
B005P02BE8,A2MFQPSQR8UUCC,4
B003TLXM8Y,A9LQOZ23Z3WD2,5
B007U7M0WM,A1T19DCB7QR2M6,5
B00BSWRV9C,A1GI434KT0GXSR,5
B004JMNKWA,A1LJUBFU23KMP6,5
B00CMATSCC,A2OT5UW4ADG05A,3
B0039S7NO6,A3W2NPKVFU87ZP,5
B000EYF6TM,A2XC7BWUEMSQMC,5
B0035RRPU8,A33F06MXC5UEEI,5
B0002KVKFM,A2D2M1S0D0N9L7,5
B000096QMU,A3F4RORYUMGNJ8,4
B00CKH9URU,AMS2CPERWN7JV,4
B006ROJM2U,A3VSMUBKY8HYB2,5
B00204W5L6,ARDCQWWEI1IXB,5
B005CK8T3S,A35751H4QC47V9,2
B000KMHBFA,A2EMFX9CC5GYPJ,5
B00114UCYS,A1PBUM7EOA5Z0B,5
B008GS8NSO,A1XFI340SHOS5K,5
B00CI6JDIO,AXAYRVMYQ8EVV,5
B00804BDEU,A2PU5IDX61XJ7A,5
B0046A9OOS,A157XIAC7WR9OZ,5
B00388C6L2,A1SH2M0LXT323,5
B00C6Q1UJQ,A3M9T1EK9F8N9X,4
B002LNHJIU,A2V7OMGASX4A3Q,5
B00548SZWI,A1N6O662DRMWQ6,3
B006NTMV8G,A1SSW51915HOQD,5
B00ATWSRDG,A1UP19XQH91JT0,4
B0085UA9VC,A2RVCF21L2NPU5,4
B00B7QGRA8,A3VSBJEA4KBGBP,5
B004ZAKTZC,A254FM1QY40L1L,5
B0043KJW5M,A2Y96MUF4VWAOW,5
B0032JWUCW,A3AX59GEBFMNG5,5
B000YEPPF2,A3HOO00IJGLPUI,5
B006O6FL5I,A3QYL7748HO98E,4
B00ABVYGEE,A3SZEYY6ELTTJK,3
B004EVSA12,AJTM37PX5DS0O,5
B003V1JBVO,A12KG1WB97PFC7,5
B005VPRDW2,A3I06O92N14I7N,5
B00000IRZ6,AJGU56YG8G1DQ,5
B00428LJ06,A1AHWB6GS4VJWS,2
B001URW7ZI,A2LI5MULORZKSX,5
B002OFLL7A,A123CQB2M70MXD,5
B007RM5CO8,A2PAVURT4NOHE1,5
B0015KVAEE,A2C27IQUH9N1Z,4
B00AHAJBQM,A2G04D4QZAXL15,5
B0029JOOXE,A1LT3LY3YSZ5DL,5
B007HVGD6K,A108FVW1AQ73T2,5
B008CO80SA,A1XZBI594HFG7Z,5
B001NJ8E4G,A2G5SXR8FO17SI,5
B003DVDA9G,A5T9LPBNCYO4F,5
B00000JIVS,AX1Z5RQ1LWMM2,3
B004CM68Y4,A16PPE8U5G9IZL,5
B007HZ9S7C,A3IFB1Y1EBX3C5,5
B00D38UBJ6,A1ZGHA3IJV01BK,5
B00000DMF6,AGK5UNX2E5IA,1
B000W3XEQ2,A2C9WJ2Z0CECJV,5
B0006IYLMO,A3BZUQXA2QHDI2,5
B00421AGFW,A32E70RVY374ZK,3
B0025W1PMS,A37VVGV0897DTI,5
B000NWTHUY,AABNFMZI3V808,3
B0037UT3E4,A3S2BZNL03NVMK,5
B00B100AT4,A3TAF7M58DN46F,3
B009SAAV0C,A2RXENJN010MBB,5
B007J3F99S,A1BVFLQ89LAI0K,3
B009OLANMG,AYNTULRNAIPNY,3
B0000663QL,A1WE1SSAWN210C,5
B008VTLRC2,AFBLTQ3H8BMH8,2
B00F4WMAI4,AML5JLIMUPWGW,4
B003BKR8N8,A34V85C1SK8KNX,5
B0037UT2CC,AHY3KTGSHLBWE,4
B004MYH0CG,A8X856VCSN0G6,4
B000ETREN8,A1IBOECOGTSKJO,2
B000NKH0E6,A1SF2AKWA6ZNSM,5
B00A88DSLW,A3L249C56OJI7D,5
B001NLISDG,A2GMZ9KUOZRGX9,4
B007J3F9V6,A26VJE2ZATK6O9,5
B00CJO90ZG,A11OBEH2ZCVAHX,4
B00068Q7LC,A28KL4VGU24MWS,5
B002FKJKDG,A3PQSRBLPP1585,5
B002VECEJI,A2BR28BAGXUQHD,4
B0002HABZU,A22Z4PC8DAO9CN,5
B001FPQ5Y4,AXT1FA97GPV5J,5
B0042RTM7O,A11SY5P9I5BB7L,5
B003NZM9MQ,A351P608RSUSIE,3
B002T13KT6,A1CA0ZZ5XNKTGS,5
B00006408Q,A2EINCATIZI0A8,5
B008D9MT68,AT3SKLPP4O7LW,5
B0017GNOXG,A2JROMDHVIUSKB,5
B005GTJ0AG,A2CDY3039RUN0H,5
B00DA1JU1Q,AS8KGOO3EYMXJ,5
B0010EJGSC,AJLPS4A9HGOQK,3
B00CPHX6YI,A23KACXOE9O9TX,5
B006ROJLFI,A35LT14WG5BX0T,5
B004YEFPVW,A116S2TU5SW5F7,5
B002VBXPRQ,A244CRJ2QSVLZ4,2
B004PBLP5O,A37CVB3YM5VBY8,5
B000GKD09C,A3LJY69XS33PO4,5
B00428LJ06,A7TM55A44BLRL,5
B004INGVHQ,A2UVYCQOY2756H,5
B00007G39I,A32UEV7AGISC5Y,5
B002LNEIES,A1B1MJR8GF9ZQF,5
B0009XBWMS,A25KNXATIIKTWJ,4
B005QZLBXO,A1S9EBCWETKTY,5
B00005AWB5,A34RCUPZ0ZRZ4U,5
B002ZQG3I0,A2S3RCK4NIK0J3,5
B003E464W2,A1HVRGC4PC700B,5
B00C6Q5S44,A29W9NK3CYDH0K,5
B001PJXGJ2,A39UYY0LJ6IO6Z,5
B006BMA1QE,A3RGOQM7VBS0X8,5
B00385X51U,A1ESYT9YWIJIVS,5
B00004U06T,AEMSR4TMYD2ZA,4
B008DBZBV6,A3U029B8Z5WGI2,5
B00DJQZMTG,A2TTHN1UMO82VY,2
B000IE4B44,A3N69DAS9TM33S,3
B005STDPXM,A2ZZR0JBXPIXHI,4
B001T8OFQM,A13G1TKIKHGV3F,5
B00BQE64XG,A263WCKA3IQCGU,5
B0042RU070,AF8EST6YREWG9,5
B000BIX382,A1NCEMNVQQOEVZ,5
B0009F4YR6,AHKHA14E2OB90,3
B00CYFFQLC,AK9ZT3CQNZAMY,5
B000088UPW,AKJT79JS1WHC0,4
B008WUKIHU,A1LW0G97AIJ0PV,5
B004D0D5F0,A5ZUCLRHA3VEY,5
B000U0K9V0,A36RK0WE9U57BZ,5
B006IGJ1MS,A2MTXS6IQIDIFC,5
B008CNPHWI,ARNEUO7BF3J55,3
B001L7VY1U,A38GAVKN4596I3,5
B00000IV34,AK8LRQAMSE3I7,5
B0090H0RK2,A24NROD8O2SDDM,3
B000U4CUHC,ALUZO8SLEA7S4,4
B004SKUUTY,A16XDW27LQW5EI,5
B004PHRXEU,AFO678EAGH4Y9,5
B000GKAU1I,ACB3H4J10R728,5
B000GKU2Z2,A18OTM40AHND1K,5
B00EJOCAYW,A141A7NBD1DOCX,5
B002OSY2SC,A1CG21R8A91URQ,5
B0001WWKU0,A30H2335OM7RD6,5
B00GXTO5B2,A2D2AORHOMU0CV,5
B001AYYA7E,A267YDFDZKKQWN,5
B008S8IKWQ,ARNEUO7BF3J55,4
B004SGRW6C,A226GFM0Q9L37H,5
B000070IW0,A1DJQZITT2YEH5,3
B00B3YT030,A26KBM2I0Y6GE5,5
B00CP4J7OY,A2ZKQC0XCIIAEM,5
B000059EI9,A2WK7A8K9VTWRS,3
B0096TKR04,A33PBU9EHZ28PC,4
B000096QJP,A1CC3G24842BG6,2
B0017RSYDU,A2WW57XX2UVLM6,5
B0009XBY3A,A33FE8NR17Y1AE,5
B0006NAQ64,A2TF0IJ8V929XJ,3
B00002QUNX,A3BUKGYIRP4JYS,4
B00I2EK28G,A6AL4ECVI4SOG,3
B0013WG2CY,A2OIMJEGOCTQ87,5
B00DPK11Y6,A2L8VIXQDZWLZ4,5
B00244ODG2,A1F7YU6O5RU432,5
B004LE7ESW,A2P586GGNSJPOL,5
B005VPRDAY,A2NIWCK07ZHK41,5
B007B7LTVY,A16Z2OECAUX8Z4,5
B000IBRD74,A13QFODY9LMFDB,5
B009F7OXCA,A27ZN3BUDWKXE2,4
B005VPRD3Q,A3OHAUUXP0SND5,5
B00ARQW1MM,A277GP2U2TXH51,4
B000OWAZYU,A17771LTRWSKQ5,3
B00D6FD30K,AAYB56GHHGB6R,3
B0022SMAEW,A2WBK72E470OEB,5
B007XVYSDE,A2IX78SEP2XHA,5
B004Z1JUJ2,ALDV8DDZWWPYE,1
B003AH6NII,AR0BDSQ7PDJX,5
B00555TXMG,A27FYNIJC7T58I,5
B000GBA60W,ACA2Z99MCVUPU,5
B008JNPBYK,A2H6HFOZP0CL4F,5
B0015KSSTY,A2FTL9UY9DP35N,3
B000VNXSS2,A1PZLIK77K4WH3,5
B004PBLJCS,A19WB4OO3EF0MM,5
B001R6W4KA,A2ZE51D543RE88,5
B00767PTWO,A3UKHVF0HH7SHX,5
B000OC2W50,AHX12MOTJPWLA,5
B00008MIHM,A1EVV74UQYVKRY,4
B009AERWEE,A3NDW4MGR5OQMP,5
B000TTPEXU,A31A7BBDX9FAP2,5
B007Z0LBII,AT4TEQ216VX3K,5
B0083TXZHU,A2AYJJAFNSGSU1,4
B00BG8F0H8,A1E27YJZHWQ6RQ,5
B000F487F6,A1HH3UI5ZFQ1I9,5
B00CXLQI3W,A236A7N781JV39,5
B000809NNC,ACL1XWY6F5A2G,5
B00B2AYLYS,A1DKSFS6UUB3WM,5
B0076TRVCS,A2XYAK5P9LS7C4,5
B0035YAG3Y,A2B3EH3WIITKA1,3
B000BB56B6,A1FQNNX80WYWKR,4
B008B68IN6,A1PY3QWKZC8TPH,4
B001P5GRF6,A3XNATSMROFT8,5
B00C6Q1UJQ,A17NX7T7DW6KL2,5
B0079PC0EI,AAS7V605R1GPQ,5
B001543YEY,A68L7AYW2VU4M,4
B00CI6J6UY,AFEYHFH2GH0QZ,4
B007XVYQRM,A20GM2FEAPGGJ8,5
B00CKH9UQQ,A15JB2HEZ6RKGW,4
B004RKTA9Q,A36V0ID0XVBW10,4
B000F7M8IA,A2YP9U4DV03TMT,5
B00ARQW0M8,A3UJN94DC0QRO1,3
B003FHXMDC,A3F7FPMRJHW4RN,5
B003P8IXTY,ANCOMAI0I7LVG,1
B004U53A7Q,ASHQQ24CG33HO,5
B001U3Y5XE,A320YOU7XD1FMR,3
B004QZZGNQ,AN85EWSB83D89,5
B00CI6J6UY,AEL6CQNQXONBX,4
B002SXMH3A,AFQDS6MPI8QA8,5
B004UU7AFE,A3BVDW4DOLJAN0,3
B00DKCI1P6,A2Y0R9XM45HH62,5
B000HGJJGI,A312Y9ESLKYJJH,4
B004PBJOD4,A379QU52CDG9U5,4
B00421AGGG,A33230MIA3W7G4,4
B0032EXVLG,A1XE6JVNZ0LHKN,4
B005C3F3SY,A3G0FEWUT5RS7G,5
B001TOKJCK,A3UH0O8TK5R8FY,5
B000VXOUNY,A26WHR1IP0A250,2
B004A8ZRBA,A2D5Z9KLWTDW51,5
B001T1CBZQ,A1XDDJQPV6EZH2,3
B004OFBY0M,A235UCQEERBLPG,5
B000QX3NYG,A37UAHTBOZP9V2,2
B004QPRG5C,A3J3A16GJQXR2G,2
B00388DUTY,A1RKCT4H3X3J1W,5
B000W3XEQ2,A3UGQ46QYT3KFZ,5
B00ARQW0Z0,AXOXXNDX8ASWI,5
B00DPK10O2,A2GAX9G9ANHFT8,5
B006ROJLFI,ASLHDTUUMOH7F,5
158994223X,A3C1S22BR7LVOZ,5
B000Z4RKSQ,A2YBWEYLTIF9VE,5
B000FGECAI,A2Z60PVKWFO3SW,5
B0009PAMXQ,AEVQ9YS16FM9,3
B006NPVG72,A1632CW2ZVBRFS,5
B001TR0742,A2NQKBC54RAZL5,5
B003IT62L6,A1BH3C371SA5EG,5
B0042T8GR4,A1J7XAI2KC0Z85,5
B0000AZAL6,A1WZY9GOEE7IAZ,3
B003LPUCM2,A1DXCHIJNPSER8,5
B001U5N786,A3VQIN4A0C2GVU,5
B00007A1S3,AZK9CCTYQNRNL,4
B00D8VHIMG,ACLKV3VV6FGDU,3
B007X93L34,A8WEXFRWX1ZHH,4
B00413Q59C,A96Q93HSLSJGW,4
B00B28IQ50,A2PNTEDGMOLMOY,4
B00AZQ2SYU,A45B33GH6R0FJ,5
B003UNWV60,A2S7BMYXPIJ3VK,5
B00CPHGFO6,A1WKQ94M45D8MG,4
B006ROJP5O,A2Y739CRM15WDL,4
B0017KSMCK,A1G9ZSWYWORQYD,5
B000E9BZ42,A3FMPPK0F3Q213,5
B0048EKMMK,A635XQI62T2Q9,5
B004V0YL1E,A2Y590NJIDF2BX,5
B000231FAE,A1RNDGTZFERX2G,3
B005XUI4QY,A3UPGK39QNEAUP,5
B00DPK10O2,A1C2XTGPX554F9,4
B000NRX5X4,A1IZRHRQNF3HSQ,5
B00CFELWJ2,A1K162T3ZLQM2X,3
B004K1EZ38,A2SX7X8QGQVCJU,5
B0002Q2O9C,A2ECTCPBTOGW4H,4
B00ARQW0X2,A33230MIA3W7G4,4
B001W9AM1K,A30X750M8V1XXW,3
B00FJQD88Q,AMELYQ70DXW6M,5
B006ZUUU86,AREPTYTG5ET8N,5
B000EULXA2,AJW30RHOZC4OY,4
B0002SC7CE,A1XDBGYGNQTRRH,2
B004HFGVCK,AGRWTPQEDTH00,5
B003UYTMNE,A1TFCGAYYXEVLA,5
B000NHNZQ6,AC6JDIT6SN49Q,5
B004CC9HJ2,A3JC6350NTZ654,3
B0057UCWQI,A19R21RIP6S2ZV,4
B0085WX40I,A3FGWBYH2TQMS8,5
B00279IZP4,A323DIPDPFQQSK,2
B001FS9T8A,A2WCDQ7MRLUVK7,5
B00DUEB0XE,A2HVPVHPXCHJRF,5
B00385QUTO,A3W43ZV9NIVHCE,5
B008DFT6OA,A3VSBETWOE38X4,4
B00J49UTW2,A1JOANG98KBFKU,3
B002V8UYRI,A3QINHZN6RWLRP,5
B002X7D8SO,A1WMKCQESOTQ1P,5
B004VJNRKG,A188JOXWF4EY1R,4
B00ARQW1O0,A2HELIKP5RV27F,3
B001M2FNH0,AE7ABJRG7OXUK,5
B002LK0MFK,A1GF0Q8VRMJDNF,4
B004ORWWP6,A2F1P10GGZ7K2T,4
B008B68HQY,A7XW4GV05196W,5
B00A8HOVJG,AC4KV0UGDXYJK,5
B002QNM8NQ,A10F425B01ODK5,5
B0002HYD1S,A3MM0LLTL3CGX8,4
B0002SC7CE,A3G0FEWUT5RS7G,5
B00004UD77,AMUUBLX8VWYC4,5
B00C5XBANG,A1Y40TFYSTZPUN,4
B00000IRTS,A39BMSIEADPLN5,4
B000ICNZR0,A2RGWXNUWPDTKI,3
B004SGOSI2,A1V0GLV2R0YNU7,3
B0074NVGKE,AEDU48FYPXSLW,5
B00IM8W12M,A2W00XKTTF1G0Z,3
B004NCEL4M,A2LPVE9IH75PQ4,5
B008RO0434,A1PJKGNMUEGEWO,5
B008W1BQMU,A1PI2MSVWR8LWR,5
B004P98R66,ATLO3YXU2BC16,4
B004PAHZMC,A1NHVCETD9AHFU,5
B00B1AQCO6,A3RZ6DXYZTCLOS,5
B004I8V720,A3OK97NLHS8QY7,5
B00006667R,A2CR0LFF066NMX,4
B00CTUEQ68,A31AVXMESQRQAC,4
B000F9ISX2,A1C42DQRQQ0ENF,5
B000PGRXG8,A2S2DZ1S2KLOX8,5
B004P940US,A2S3NDD74KFM85,5
B009ZOQVE6,A2UZWRTYAM5ROV,3
B0006OFXSE,A12N345ZBT54K,5
B0000A1Z3X,AO9TMLR4426Q4,5
B004BFVKSQ,A37CV9A09ZZ0PE,5
B005IFW384,A3GC9DHCHOCEMZ,5
B00BNQEVXM,A5L12YMXFB6AO,5
B000ID2YBW,A34SPFZIHHN907,4
B001OXRTX8,A2RM5ZSZJQL7WY,5
B0009KJ1LA,A3D1J3L5YEZH90,2
B004PBLP5O,A1Q63BO0X32H5O,5
B0042T2KV2,A1UI5BJ2YTCYR6,4
B00ARQW0N2,A34CSXOGVYF94S,4
B00279IZP4,A2MJ6X06AA7NXL,4
B00BN6QAXQ,A3QNG5ZWWTPAW8,5
B005F22DJE,ARE1X8Z9127UW,5
B002RL7VNY,A3NQU1649SH0Q4,3
B000IZB8EY,A2J7OGH5GVW76V,1
B007Q0OUTY,A1BPPZINVQ2CE6,5
B00BJM234O,A228DE2BF8JSC5,4
B004S6ECLU,A151OW029XD9JU,4
B004TAYRQ0,AQJUURW5VMZEC,4
B001689F5G,A3Q44X5CPTMJ5S,3
B00712O2D6,A2JZ2F37ES248T,4
B001KCUC5U,AWH2AY17ZU7W2,5
B000QDY5HA,A3N30HTBN6NEXW,5
B000JNE658,A1NSBJCDO3YDP2,5
B0032MYYBE,A3O2GQBY9O9UWI,5
B000EK59H0,A13QQN9O57I2HO,5
B00F5Y4AH0,A3G2PUQ455XMXJ,4
B004M17H6I,A1AQSF3Q1YCMFX,4
B00B9FV05Y,A2KIVODZRTGY4U,4
B00000IWDB,A3GA09FYFKL4EY,5
B00393I2DM,A1SB9BNNGKNX2Z,4
B004L0VB9O,A6MJ1V9I54S1M,5
B004XJYADM,AU43F412YLCAC,5
B00020V4Y4,AQSU58L0QIE2G,5
B00BSWRV9C,A13PCCEY84UW1K,5
B0085UA6YM,A3F2VVIQIY6U64,4
B006ROJQZS,A1X3ESYZ79H59E,5
B001D0C70C,A3I43PYBXWCKNW,5
B0085K1P0G,A4VXOF0TR2Q7Y,3
B007ADIGRE,A1TDQE1779XSEO,5
B007ATOMNK,A38KONH4I6YY78,4
B008M9KK56,A3B456RRSJY8CR,5
B004P972UI,A2Z2FATA8JNL54,3
B001CBZXEE,A1L04A6IA877I0,5
B00DAIZGTE,A3AE2LAXSIML73,5
B00EAHXOWA,A3QD59N3M7O7KB,4
B000QTA2KS,A1TYL7W9P69DU5,4
B00A2HD40E,A2RI6TLZ3IEOOR,5
B00FBW8ZIQ,A1C139F5C7Y38P,4
B000087LI0,A2F6DKMQYMI7F7,4
B002B555QQ,ATV7H2UQYGCOT,5
B00D38UBJ6,ACPYT9KCCKX6X,5
B0002CYTXK,A3BOQUBLO633PF,5
B0037UT3E4,A2P8YANRF6R0YM,5
B000A12YBW,A2VGXB6X0L90S6,4
B001DNHYC0,A3UZSZIL13VQZ2,2
B008J8EPQU,AOG8PWV2F0G26,3
B0051DT5FW,A2341MIGVAIESJ,1
B00HN2BXUY,AG0UDXBFAMAKI,5
B004I8V6Z8,ASPL0SF3VVEZH,5
B00C6PY8D2,A1R7ENRV3TEPVE,5
B00D9LWJTC,APFFKLQX3EZRZ,3
B0001XNTJA,A10R72UOSE0P86,5
B0089RPUHO,A2VM9WT6P47HQE,5
B004GXAZGG,A29736SKZFX9Z7,4
B000LSZVKA,AOS4WVF9W3L8L,4
B00C9X595C,A1ROVVJWH0MYAA,5
B00EDBYHPQ,A194K60CWZ371J,4
B0007UPXMI,A8KJS2P6E5DCB,5
B00FM88L4W,A34GQ3JF4BGFYV,5
B007EA4UBY,A1RP4KAAIA3PYZ,5
B001AGZXE6,A5IIS2AYO5MCV,5
B0002Q2O9C,A8NVUTR71EW0W,5
B000284X58,A2DUU04DEXSE8N,4
B00BN6QAXQ,A3VZH0PWLQ9BB1,5
B00005BZKD,A1TLCX2PM0TN8P,5
B006RQ8UNA,A5EG4HAKPXFTU,5
B00C9X58IU,A335I4S4IMWZEZ,5
B00A88E8NE,A2GWI8ETASAKJS,5
1604189681,ABU0S5LQC4UU2,5
B00000IW2Y,A2ZB2819N55SMW,5
B004OSQSTQ,ANYTXWI3WZDCH,5
B000A0IBV0,A3BL2F6DSZETIL,5
B000GIL2DU,A1BAH8UZH8LMPF,5
B0000E2DJD,A39BMSIEADPLN5,5
B006EFMSSM,A3DNI0XPPC9CDT,4
B00005YVRN,A3GAMMVQ4RVZQ2,4
B0046UWHZQ,A1LM8GPERSYQ3E,4
B00A8HOYMU,AKRYMPNRNOTYV,5
B0043WAPJM,AY5XWJE0LEYB8,5
B0000BUSP9,AIK7DWHFRGWJW,5
B000056JLL,A2X2IMHMK8178U,4
B007B7LTVY,AVEOVIRYPMCSN,4
B0006PKZBI,ATM2MM8G4WYUP,5
B0039X6XZG,ATBRH3U3KP55S,5
B000NW3LXI,A2Z31GQ0ITPDO3,5
B0002YDPY2,AX2FWBYYFEVCS,5
B00BGERDGS,ADYR709YFUVPF,5
B003AJEXD8,A25ZELE0Z90Y21,3
B000JVJ8KS,A1RN05IH519MPJ,5
B00367JYEW,A1PTBXZG04GT29,4
B0002HWFBS,A2974R9BTPZPOJ,5
B00CN8AG9C,A2YGTUG4ZZ7X9W,5
B0009XBYHQ,A2IDWRDTG8JZ9P,5
B005QOW2GK,A27ULPK1RGCNU6,5
B00E5UKNCQ,AQZ4PHIEEV5N5,5
B003GXF6FW,A3FCZVITT91YN3,5
B00BZ8KNDK,A2RX62V4E2BF5Z,4
B000EAT33G,AOFVU4GZMWNRV,4
B00BYPG57W,A2LI5MULORZKSX,4
B00146I2WM,A2JMBNNZVS17LL,5
B008PQ4JPI,A23TRU3NNTSPB5,1
B002SAS26E,A17CQQGIN0Z2MU,5
B004Z4C0IM,A3V5F050GVZ56Q,3
B002SXMH3K,A8DKR7ZCHYZZC,5
B004ILWB3Q,A26M36QAEPKP92,5
B002RL7VTS,A3P5G64FFNWSWC,5
B008EG7KS2,A3HE6SU1IZO053,5
B004P5O8IQ,A2MJSNNOSA0QE5,5
B0060L6EE4,AHHUNTFQGUGX8,5
B00153F5QA,A3ODKNXD86RZCI,5
B004H4XLRE,A3DEVV7HPYZTCN,5
B003AZZSPE,A17S69E1UBCTXT,4
B0042RU07U,A1TH0SURQMIEH8,4
B00003G1U2,APWZW5NT2FTTE,5
B00CKH9WOQ,A24BSKCWXC4M6D,5
B00FM5IY38,A7QPT76IH03UH,5
B004XV2U2I,A2X8C7RGS7NP8S,5
B00BV1P8NG,AN2SCJ9PDVBIK,5
B00009KWZ4,ATXPBFY59CAI5,5
B000W7JWYG,A38YCC3LRBYCQ1,5
B00B909ZNS,A1BPEOEXWUJ7KM,5
B00022W6DA,A1JBLXFTBU6SZN,5
B005JR5PNQ,A1LXUUMCF5PI5Q,5
B0015AM26E,A33ICMDTWPCNHA,4
B004478GI8,A1UH051MWYC0E0,4
B002743856,A2RF8MOE6QVE9U,4
B002M78DRG,A1GR9G76RYNL1K,5
B0001YNLLK,A2NQ50LAQCKXPR,5
B00005850G,A32MCPM5YP62DP,4
B002Q4M5PQ,A2IB3CUVPRE28M,5
B001T9OVM4,AOEUN9718KVRD,5
B006FSWY46,A13L503ICIEGOI,5
B0088LNF0K,A2BBGBE6O7A5GD,5
B0055T3DJQ,AZ45UN2TEI3HY,2
B00000DMFN,A2STDS11UG3TRD,2
B006CD34IE,A2FNJ6EZ80H1CQ,5
B004PBN9BC,AWYTW91SF75L0,4
B00439BG98,AJMLWZP2G6N9A,4
B005FYEAJ8,A3RPCLWE2EWZKV,4
B00F14IJ6W,A2Q2FODWPJVHF9,5
B004478GDI,AZY10LLTJ71NX,4
B00BQYQYMW,A2XFM8PN6G0B02,5
B000YIEEVO,A2E67P9Y9VLR5I,3
B00A850W28,A3E44U3ZA53NC0,5
B001V7RL30,A2LA38L3U0KFNA,5
B000GKI89O,AOLRZ59003N71,2
B000EULZDM,A13RRTU6I8IXSY,4
B00CMNXAY6,AMX4IEWQFCWH0,5
0984608028,A3UHHA7YYFPJ8V,3
B000SN61UC,A3C7WQ9KQCM3FN,5
B007BM3K34,A13MB2B1MS0X94,5
B0025X444S,A1QF4GY1H0KCWN,5
B008B68IEA,AG35PR4N22DCO,5
B00CANHS0K,A1M1LZ5SX12PVV,4
B000PXVO7A,A33Q2O6FQK65EK,5
B001EAPZG4,A284QCDBUB3YLL,4
B00AZZFT6A,A301SYVALW58GF,5
B000BN8Y8G,A2WI15EXYOWBK,5
B0039MIPQC,A2UEB48LAWFUCW,3
B00DWR7ABK,A1M1LZ5SX12PVV,5
B00CKH9QRE,A3C9YGB4H90PDE,2
B003D7F4YY,A2ACUSH4GCVIQM,5
0867343125,AZQ8PGVNCKXJ,2
B002GEJYHI,A3R49A88QSHTRS,1
B0039X06RM,A18S2VGUH9SCV5,4
B00F4CFEYG,AOM63D4VL32WM,4
B00125V952,AQ2UUK379POFL,4
B006ROJQR6,A2RHV42BTJSVON,5
B002AJ8S9O,A13XVZCZID7QKM,1
B001M04T0E,A3EERSWHAI6SO,5
B008B68IE0,AT2Q0SOF8OMEL,5
B000NRX5XE,A2EQZ0IA5BUOKY,5
B004560BPY,A31JAG3BU2LQTU,5
B000AM2L1O,APA9Z7WATAAE6,5
B007AR24GE,A2P5DPXPFAMTLZ,4
B003BLQEFA,A53A7RGE3E0KM,4
B000EUKRY0,AB8R2DMFXDLKJ,5
B001G8J78Q,A24BNWRJFFISU1,5
B007KV67AE,APT7V2Z8MO6T0,5
B00428LJ0Q,A2XOGQZH6L5U2H,4
B00B2B0I62,AGBFIQMV9L61Y,4
B007RE0SCW,A1LT3LY3YSZ5DL,5
B005CKXVF4,A2WTF3ZI1MUMBF,4
B00FY8BXLS,AM8VMLXUOLP59,5
B009F7OVOK,A2TNFU12S1DYRA,3
B003H72KG0,A30S2XWHFQZ8X0,4
B001Z7V6PU,A3DA4LXQP4QUK5,5
B0000632R8,AHFGCH8LANEZK,1
B004QPRG5C,ABD7HPJOBC8BJ,5
B000KHZ044,A137V8GCRFOY74,5
B000ICXLTW,A2AXH4EFH2UBJJ,3
B008MTYSW2,A18QWGY3SYKY8U,2
